GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C24001,C24002,C24003,C24004,C24005,C24006,C24007,C24008,C24009,C24010,C24011,C24012,C24013,C24014,C24015,C24016
"G1901810","1970","Iowa","19","Warren","181",,,,,,,"Warren","1",,"03",286,297,225,472,1868,1557,2074,334,139,236,238,326,792,737,1219,203
"G1901830","1970","Iowa","19","Washington","183",,,,,,,"Washington","1",,"05",133,171,140,336,978,876,1736,411,124,117,103,156,384,515,1069,170
"G1901850","1970","Iowa","19","Wayne","185",,,,,,,"Wayne","1",,"03",98,80,44,112,307,362,938,319,27,33,27,59,158,187,432,72
"G1901870","1970","Iowa","19","Webster","187",,,,,,,"Webster","1",,"02",500,691,394,646,2544,2385,4269,647,374,524,451,429,1212,1250,2691,420
"G1901890","1970","Iowa","19","Winnebago","189",,,,,,,"Winnebago","1",,"04",85,169,133,211,676,575,1339,220,66,126,138,120,271,322,727,163
"G1901910","1970","Iowa","19","Winneshiek","191",,,,,"1960",,"Winneshiek","1",,"04",202,344,322,288,876,1003,1873,452,105,462,283,162,412,439,991,201
"G1901930","1970","Iowa","19","Woodbury","193",,,,,"7720",,"Woodbury","0",,"A",877,1169,949,1781,5019,5079,8936,1294,638,1237,1089,1333,2140,2999,5629,970
"G1901950","1970","Iowa","19","Worth","195",,,,,,,"Worth","1",,"04",46,82,60,100,441,439,982,196,25,54,42,38,158,257,431,67
"G1901970","1970","Iowa","19","Wright","197",,,,,"7720",,"Wright","1",,"02",130,203,104,217,841,854,1788,266,114,106,58,141,266,389,869,89
"G2000010","1970","Kansas","20","Allen","001",,,,,,,"Allen","1",,"07",120,221,60,169,637,619,1483,341,81,136,81,146,273,376,817,144
"G2000030","1970","Kansas","20","Anderson","003",,,,,,,"Anderson","1",,"07",39,51,82,121,332,365,871,201,28,50,34,45,91,202,380,121
"G2000050","1970","Kansas","20","Atchison","005",,,,,,,"Atchison","1",,"06",134,250,278,319,854,854,1597,351,124,197,198,158,356,480,1049,255
"G2000070","1970","Kansas","20","Barber","007",,,,,,,"Barber","1",,"01",60,24,57,96,356,318,815,193,41,34,30,41,129,205,426,56
"G2000090","1970","Kansas","20","Barton","009",,,,,,,"Barton","1",,"02",240,362,274,498,1530,1682,2983,482,190,232,289,217,655,877,1584,257
"G2000110","1970","Kansas","20","Bourbon","011",,,,,,,"Bourbon","1",,"07",119,163,112,242,589,651,1476,395,65,185,143,173,340,457,1023,232
"G2000130","1970","Kansas","20","Brown","013",,,,,,,"Brown","1",,"06",82,86,87,168,465,495,1248,286,55,59,15,67,196,256,683,129
"G2000150","1970","Kansas","20","Butler","015",,,,,"9040",,"Butler","1",,"05",278,440,358,635,2062,2162,3779,565,180,371,247,407,883,994,1908,275
"G2000170","1970","Kansas","20","Chase","017",,,,,,,"Chase","1",,"05",44,29,14,43,150,138,386,91,18,15,0,8,41,69,197,25
"G2000190","1970","Kansas","20","Chautauqua","019",,,,,,,"Chautauqua","1",,"05",48,31,9,38,170,183,542,185,20,21,15,39,82,112,275,30
"G2000210","1970","Kansas","20","Cherokee","021",,,,,,,"Cherokee","1",,"08",168,163,134,439,1032,906,1897,203,87,112,105,141,388,526,1040,180
"G2000230","1970","Kansas","20","Cheyenne","023",,,,,,,"Cheyenne","1",,"02",37,6,15,59,174,228,480,97,17,27,14,57,115,99,214,67
"G2000250","1970","Kansas","20","Clark","025",,,,,,,"Clark","1",,"01",32,11,9,35,97,168,359,71,9,4,5,0,47,92,154,32
"G2000270","1970","Kansas","20","Clay","027",,,,,,,"Clay","1",,"03",118,86,30,129,410,453,1086,339,81,68,46,81,149,240,580,146
"G2000290","1970","Kansas","20","Cloud","029",,,,,,,"Cloud","1",,"03",110,163,126,168,538,529,1358,308,111,162,74,116,281,300,789,273
"G2000310","1970","Kansas","20","Coffey","031",,,,,,,"Coffey","1",,"07",58,35,28,105,311,282,767,273,79,45,8,51,141,159,342,69
"G2000330","1970","Kansas","20","Comanche","033",,,,,,,"Comanche","1",,"01",8,27,14,41,123,125,307,90,8,12,16,13,43,58,194,34
"G2000350","1970","Kansas","20","Cowley","035",,,,,,,"Cowley","1",,"05",261,382,311,508,1647,1775,3136,578,134,385,267,288,778,971,1965,442
"G2000370","1970","Kansas","20","Crawford","037",,,,,,,"Crawford","1",,"08",294,602,705,718,1780,1273,3407,571,167,458,559,461,600,824,1903,376
"G2000390","1970","Kansas","20","Decatur","039",,,,,,,"Decatur","1",,"02",37,35,24,67,153,283,550,168,42,11,6,39,54,201,209,54
"G2000410","1970","Kansas","20","Dickinson","041",,,,,,,"Dickinson","1",,"03",197,171,200,337,978,970,1912,504,90,100,94,125,354,536,1097,253
"G2000430","1970","Kansas","20","Doniphan","043",,,,,,,"Doniphan","1",,"06",69,115,64,156,404,420,856,233,40,68,64,92,174,186,360,79
"G2000450","1970","Kansas","20","Douglas","045",,,,,,,"Douglas","1",,"06",308,1144,1557,1908,3146,2519,3370,550,200,1026,1430,1287,1640,1356,2210,322
"G2000470","1970","Kansas","20","Edwards","047",,,,,,,"Edwards","1",,"02",40,17,29,45,232,191,502,119,34,18,32,32,88,90,256,43
"G2000490","1970","Kansas","20","Elk","049",,,,,,,"Elk","1",,"05",24,21,15,21,147,123,422,182,22,0,23,5,59,83,313,68
"G2000510","1970","Kansas","20","Ellis","051",,,,,,,"Ellis","1",,"02",212,488,701,681,1166,1113,1718,277,92,576,572,460,550,616,1117,142
"G2000530","1970","Kansas","20","Ellsworth","053",,,,,,,"Ellsworth","1",,"02",49,46,31,47,291,247,702,162,48,26,16,19,112,166,363,73
"G2000550","1970","Kansas","20","Finney","055",,,,,,,"Finney","1",,"02",191,351,243,322,1073,994,1547,229,132,204,124,159,573,444,768,119
"G2000570","1970","Kansas","20","Ford","057",,,,,,,"Ford","1",,"01",245,389,312,336,1274,1089,1955,355,109,276,230,222,587,604,1204,233
"G2000590","1970","Kansas","20","Franklin","059",,,,,,,"Franklin","1",,"07",167,199,218,326,1092,836,1791,439,94,257,185,165,551,506,971,209
"G2000610","1970","Kansas","20","Geary","061",,,,,,,"Geary","1",,"05",226,541,2189,2380,1822,1225,1573,162,75,245,424,394,672,604,910,107
"G2000630","1970","Kansas","20","Gove","063",,,,,,,"Gove","1",,"02",42,5,18,83,185,202,416,78,44,24,4,5,49,83,164,16
"G2000650","1970","Kansas","20","Graham","065",,,,,,,"Graham","1",,"02",42,46,28,52,206,262,473,122,15,24,13,43,99,115,217,20
"G2000670","1970","Kansas","20","Grant","067",,,,,,,"Grant","1",,"01",79,56,38,138,377,377,547,39,31,59,36,23,159,191,279,29
"G2000690","1970","Kansas","20","Gray","069",,,,,,,"Gray","1",,"01",44,31,31,61,254,220,443,111,29,37,23,39,112,113,181,33
"G2000710","1970","Kansas","20","Greeley","071",,,,,,,"Greeley","1",,"01",27,6,4,40,115,124,227,47,18,4,4,13,21,47,86,17
"G2000730","1970","Kansas","20","Greenwood","073",,,,,,,"Greenwood","1",,"05",84,68,53,144,389,346,917,278,60,29,24,63,150,184,537,132
"G2000750","1970","Kansas","20","Hamilton","075",,,,,,,"Hamilton","1",,"01",48,55,9,27,116,152,313,52,31,3,16,29,58,59,150,38
"G2000770","1970","Kansas","20","Harper","077",,,,,,,"Harper","1",,"03",53,50,49,76,367,358,902,265,34,64,59,48,157,195,487,122
"G2000790","1970","Kansas","20","Harvey","079",,,,,,,"Harvey","1",,"03",316,315,395,447,1453,1400,2480,480,245,364,255,290,756,789,1533,372
"G2000810","1970","Kansas","20","Haskell","081",,,,,,,"Haskell","1",,"01",30,17,33,79,244,213,346,54,9,13,6,23,35,89,130,0
"G2000830","1970","Kansas","20","Hodgeman","083",,,,,,,"Hodgeman","1",,"02",12,24,9,35,120,144,285,84,5,0,3,30,26,75,104,17
"G2000850","1970","Kansas","20","Jackson","085",,,,,,,"Jackson","1",,"06",73,90,82,125,485,507,992,257,55,53,47,32,183,221,539,110
"G2000870","1970","Kansas","20","Jefferson","087",,,,,,,"Jefferson","1",,"06",96,98,98,232,684,584,1096,207,55,44,66,143,424,279,536,119
"G2000890","1970","Kansas","20","Jewell","089",,,,,"9040",,"Jewell","1",,"04",65,53,32,40,227,307,695,203,29,38,0,16,67,98,307,38
"G2000910","1970","Kansas","20","Johnson","091",,,,,"3760",,"Johnson","1",,"B",2183,1819,1505,3435,14692,13887,20070,1964,1599,1638,1553,3316,6613,7034,10629,954
"G2000930","1970","Kansas","20","Kearny","093",,,,,,,"Kearny","1",,"01",18,19,23,55,157,166,306,44,27,11,4,15,88,71,103,14
"G2000950","1970","Kansas","20","Kingman","095",,,,,,,"Kingman","1",,"03",75,90,58,77,336,490,938,185,54,60,31,17,122,189,453,85
"G2000970","1970","Kansas","20","Kiowa","097",,,,,,,"Kiowa","1",,"02",60,21,33,38,155,208,468,109,38,27,20,8,85,135,263,53
"G2000990","1970","Kansas","20","Labette","099",,,,,,,"Labette","1",,"08",113,248,199,443,1129,1053,2314,385,141,140,172,249,599,647,1555,246
"G2001010","1970","Kansas","20","Lane","101",,,,,,,"Lane","1",,"02",32,20,27,32,135,162,266,62,24,13,5,21,54,40,113,24
"G2001030","1970","Kansas","20","Leavenworth","103",,,,,,,"Leavenworth","1",,"06",307,609,1142,1294,2604,3178,3609,511,231,507,371,596,1218,1201,1977,269
"G2001050","1970","Kansas","20","Lincoln","105",,,,,,,"Lincoln","1",,"02",20,23,8,47,179,246,550,88,8,35,0,14,67,107,236,45
"G2001070","1970","Kansas","20","Linn","107",,,,,,,"Linn","1",,"07",36,39,40,94,372,304,848,240,26,13,52,63,130,164,429,82
"G2001090","1970","Kansas","20","Logan","109",,,,,,,"Logan","1",,"01",38,28,21,40,174,214,333,59,35,21,32,24,117,105,179,66
"G2001110","1970","Kansas","20","Lyon","111",,,,,,,"Lyon","1",,"05",250,654,905,739,1562,1189,2266,590,143,651,936,519,714,741,1433,386
"G2001130","1970","Kansas","20","McPherson","113",,,,,,,"Mc Pherson","1",,"03",163,401,275,487,1146,1250,2304,511,130,228,327,251,561,733,1356,259
"G2001150","1970","Kansas","20","Marion","115",,,,,,,"Marion","1",,"03",90,122,105,201,597,652,1502,313,53,105,69,117,253,324,710,225
"G2001170","1970","Kansas","20","Marshall","117",,,,,,,"Marshall","1",,"04",114,101,54,146,453,631,1444,311,78,59,45,66,184,317,677,106
"G2001190","1970","Kansas","20","Meade","119",,,,,,,"Meade","1",,"01",78,27,56,80,216,258,495,110,30,38,9,33,92,117,289,54
"G2001210","1970","Kansas","20","Miami","121",,,,,,,"Miami","1",,"07",124,185,160,255,953,858,1740,328,89,140,88,179,439,492,1077,145
"G2001230","1970","Kansas","20","Mitchell","123",,,,,,,"Mitchell","1",,"02",39,110,55,127,329,391,819,203,41,46,33,43,99,193,502,92
"G2001250","1970","Kansas","20","Montgomery","125",,,,,,,"Montgomery","1",,"08",331,506,263,537,1685,1835,3769,664,198,313,253,300,817,1059,2308,452
"G2001270","1970","Kansas","20","Morris","127",,,,,,,"Morris","1",,"05",47,56,39,104,297,234,737,239,19,28,28,37,125,142,357,67
"G2001290","1970","Kansas","20","Morton","129",,,,,,,"Morton","1",,"01",23,38,34,69,251,204,344,0,12,19,11,16,119,110,150,11
"G2001310","1970","Kansas","20","Nemaha","131",,,,,,,"Nemaha","1",,"06",119,79,79,117,549,504,1161,286,64,57,52,52,173,233,501,164
"G2001330","1970","Kansas","20","Neosho","133",,,,,,,"Neosho","1",,"08",86,188,120,294,1003,708,1797,275,67,93,115,170,408,536,1013,117
"G2001350","1970","Kansas","20","Ness","135",,,,,,,"Ness","1",,"02",43,18,24,22,203,227,508,114,36,14,7,21,89,119,243,68
"G2001370","1970","Kansas","20","Norton","137",,,,,,,"Norton","1",,"04",90,58,23,61,341,322,756,244,31,25,23,73,121,162,425,80
"G2001390","1970","Kansas","20","Osage","139",,,,,,,"Osage","1",,"07",119,103,70,197,622,677,1241,306,74,74,80,82,233,309,786,80
"G2001410","1970","Kansas","20","Osborne","141",,,,,,,"Osborne","1",,"02",76,32,50,67,255,257,713,213,36,21,26,23,71,150,302,48
"G2001430","1970","Kansas","20","Ottawa","143",,,,,,,"Ottawa","1",,"03",48,77,25,45,285,279,590,224,23,24,23,33,110,183,338,68
"G2001450","1970","Kansas","20","Pawnee","145",,,,,,,"Pawnee","1",,"02",65,49,51,92,347,371,921,223,64,53,52,53,221,188,597,86
"G2001470","1970","Kansas","20","Phillips","147",,,,,,,"Phillips","1",,"04",58,73,35,98,308,412,836,240,53,38,38,40,170,208,421,78
"G2001490","1970","Kansas","20","Pottawatomie","149",,,,,,,"Pottawatomie","1",,"05",88,117,105,194,518,587,1136,345,95,26,98,141,290,246,583,146
"G2001510","1970","Kansas","20","Pratt","151",,,,,,,"Pratt","1",,"02",98,110,109,117,522,470,993,220,52,100,67,89,202,259,596,120
"G2001530","1970","Kansas","20","Rawlins","153",,,,,,,"Rawlins","1",,"02",24,40,35,25,194,214,463,143,42,32,7,31,71,102,224,37
"G2001550","1970","Kansas","20","Reno","155",,,,,,,"Reno","1",,"03",599,787,523,1059,3204,3059,5435,895,306,627,504,605,1432,1698,3286,629
"G2001570","1970","Kansas","20","Republic","157",,,,,,,"Republic","1",,"04",57,79,40,67,271,497,978,294,41,53,29,48,82,248,463,108
"G2001590","1970","Kansas","20","Rice","159",,,,,,,"Rice","1",,"03",94,118,99,173,537,530,1234,262,66,84,93,108,236,284,734,114
"G2001610","1970","Kansas","20","Riley","161",,,,,,,"Riley","1",,"05",422,2309,6409,4461,3930,1975,2516,441,226,899,1266,1086,1085,771,1493,207
"G2001630","1970","Kansas","20","Rooks","163",,,,,,,"Rooks","1",,"02",83,47,40,104,260,358,768,129,45,32,54,62,102,139,450,65
"G2001650","1970","Kansas","20","Rush","165",,,,,,,"Rush","1",,"02",66,35,22,37,166,297,618,166,17,35,47,20,67,153,282,31
"G2001670","1970","Kansas","20","Russell","167",,,,,,,"Russell","1",,"02",90,94,28,136,435,475,1096,185,37,63,52,77,192,283,552,109
"G2001690","1970","Kansas","20","Saline","169",,,,,,,"Saline","1",,"03",375,477,385,785,2606,2208,3688,725,296,472,520,508,1402,1307,2175,374
"G2001710","1970","Kansas","20","Scott","171",,,,,"3760",,"Scott","1",,"01",55,64,48,88,317,329,568,83,57,55,31,48,149,123,272,38
"G2001730","1970","Kansas","20","Sedgwick","173",,,,,"9040",,"Sedgwick","0",,"A",2915,4441,4866,8476,20734,19855,30047,3178,1548,3585,4062,5241,10065,11007,18377,2212
"G2001750","1970","Kansas","20","Seward","175",,,,,"9040",,"Seward","1",,"01",146,297,197,321,942,966,1360,165,159,132,115,189,440,523,736,105
"G2001770","1970","Kansas","20","Shawnee","177",,,,,"8440",,"Shawnee","0",,"C",1281,1727,2621,3847,9519,8324,11992,1611,766,1504,1945,2763,4720,4531,8132,1137
"G2001790","1970","Kansas","20","Sheridan","179",,,,,,,"Sheridan","1",,"02",71,36,18,34,158,237,364,65,46,21,29,19,47,91,150,20
"G2001810","1970","Kansas","20","Sherman","181",,,,,,,"Sherman","1",,"02",79,127,85,149,405,424,742,172,46,64,60,57,201,188,347,124
"G2001830","1970","Kansas","20","Smith","183",,,,,,,"Smith","1",,"04",30,66,32,86,239,335,768,293,37,27,14,24,149,237,324,85
"G2001850","1970","Kansas","20","Stafford","185",,,,,,,"Stafford","1",,"02",28,33,37,66,224,286,721,214,18,19,32,10,81,169,426,63
"G2001870","1970","Kansas","20","Stanton","187",,,,,,,"Stanton","1",,"01",13,8,0,44,137,164,212,42,4,3,3,11,49,67,62,0
"G2001890","1970","Kansas","20","Stevens","189",,,,,,,"Stevens","1",,"01",31,37,51,61,275,210,445,75,5,0,4,22,98,80,244,23
"G2001910","1970","Kansas","20","Sumner","191",,,,,,,"Sumner","1",,"03",160,255,255,271,1109,1105,2278,443,65,103,123,188,452,627,1163,192
"G2001930","1970","Kansas","20","Thomas","193",,,,,,,"Thomas","1",,"02",62,190,40,89,382,395,680,176,39,163,53,71,137,207,412,127
"G2001950","1970","Kansas","20","Trego","195",,,,,,,"Trego","1",,"02",64,15,28,51,155,280,480,143,34,25,10,27,109,122,242,34
"G2001970","1970","Kansas","20","Wabaunsee","197",,,,,,,"Wabaunsee","1",,"05",27,37,52,129,289,293,672,129,20,30,44,43,87,130,263,36
"G2001990","1970","Kansas","20","Wallace","199",,,,,,,"Wallace","1",,"01",17,34,17,36,94,117,213,74,28,0,4,22,29,56,125,15
"G2002010","1970","Kansas","20","Washington","201",,,,,,,"Washington","1",,"04",83,57,56,136,338,495,1067,266,51,30,14,35,143,172,416,72
"G2002030","1970","Kansas","20","Wichita","203",,,,,,,"Wichita","1",,"01",20,59,24,34,166,230,273,57,14,28,11,4,81,87,108,14
"G2002050","1970","Kansas","20","Wilson","205",,,,,,,"Wilson","1",,"08",84,118,40,167,488,449,1211,247,27,79,51,130,221,289,677,82
"G2002070","1970","Kansas","20","Woodson","207",,,,,"8440",,"Woodson","1",,"07",28,43,13,51,190,194,505,149,7,20,23,14,93,77,240,26
"G2002090","1970","Kansas","20","Wyandotte","209",,,,,"3760",,"Wyandotte","0",,"B",1394,1865,1863,3779,10503,9274,16022,1822,760,1817,1971,3204,5957,5621,10320,1172
"G2100010","1970","Kentucky","21","Adair","001",,,,,,,"Adair","1",,"05",46,94,176,167,579,607,1056,163,32,115,87,112,309,289,509,34
"G2100030","1970","Kentucky","21","Allen","003",,,,,,,"Allen","1",,"05",35,119,102,209,653,562,1156,260,9,87,112,151,430,412,684,65
"G2100050","1970","Kentucky","21","Anderson","005",,,,,,,"Anderson","1",,"06",70,85,80,143,561,491,884,135,21,56,94,99,322,291,486,79
"G2100070","1970","Kentucky","21","Ballard","007",,,,,,,"Ballard","1",,"01",55,61,85,74,423,379,777,135,0,14,59,22,173,219,369,43
"G2100090","1970","Kentucky","21","Barren","009",,,,,,,"Barren","1",,"04",178,226,264,554,1539,1475,2618,451,73,133,212,297,867,891,1418,154
"G2100110","1970","Kentucky","21","Bath","011",,,,,,,"Bath","1",,"06",38,35,85,190,409,421,715,114,4,50,53,60,191,166,344,19
"G2100130","1970","Kentucky","21","Bell","013",,,,,,,"Bell","1",,"09",89,248,218,392,1262,1176,1862,209,32,158,155,209,491,587,1014,152
"G2100150","1970","Kentucky","21","Boone","015",,,,,"1640",,"Boone","1",,"06",213,309,240,733,2196,2031,2526,262,81,218,314,401,1031,1004,1195,106
"G2100170","1970","Kentucky","21","Bourbon","017",,,,,"1640",,"Bourbon","1",,"07",160,198,149,268,1016,932,1683,279,33,97,90,280,580,704,989,87
"G2100190","1970","Kentucky","21","Boyd","019",,,,,"3400",,"Boyd","0",,"C",168,396,417,872,2748,2995,4237,405,58,266,279,383,1148,1424,1930,279
"G2100210","1970","Kentucky","21","Boyle","021",,,,,,,"Boyle","1",,"06",177,203,218,364,1076,1121,1814,324,76,181,228,214,644,815,1199,226
"G2100230","1970","Kentucky","21","Bracken","023",,,,,,,"Bracken","1",,"06",20,48,71,83,375,320,687,212,12,33,46,35,113,102,277,33
"G2100250","1970","Kentucky","21","Breathitt","025",,,,,,,"Breathitt","1",,"09",71,126,99,161,491,583,550,97,66,85,101,50,205,202,262,23
"G2100270","1970","Kentucky","21","Breckinridge","027",,,,,,,"Breckinridge","1",,"03",97,148,116,254,708,714,1228,270,59,100,99,128,312,251,551,48
"G2100290","1970","Kentucky","21","Bullitt","029",,,,,,,"Bullitt","1",,"03",143,233,256,536,1803,1574,1646,130,63,102,156,260,679,721,822,17
"G2100310","1970","Kentucky","21","Butler","031",,,,,,,"Butler","1",,"03",30,79,67,214,473,449,694,72,19,68,77,133,280,202,285,30
"G2100330","1970","Kentucky","21","Caldwell","033",,,,,,,"Caldwell","1",,"03",44,136,100,209,619,611,1200,171,29,64,95,144,284,376,688,99
"G2100350","1970","Kentucky","21","Calloway","035",,,,,"3400",,"Calloway","1",,"01",128,442,572,705,1393,1046,2047,362,34,290,570,399,683,532,1096,114
"G2100370","1970","Kentucky","21","Campbell","037",,,,,"1640",,"Campbell","1",,"B",559,869,964,1489,4690,4256,7401,854,318,796,906,1017,2160,2277,4324,678
"G2100390","1970","Kentucky","21","Carlisle","039",,,,,,,"Carlisle","1",,"01",26,26,44,48,287,248,542,64,16,20,30,37,151,157,198,23
"G2100410","1970","Kentucky","21","Carroll","041",,,,,,,"Carroll","1",,"06",26,63,86,191,484,387,746,108,5,50,82,89,208,213,417,89
"G2100430","1970","Kentucky","21","Carter","043",,,,,,,"Carter","1",,"08",66,159,133,371,1025,842,1361,129,22,60,124,154,300,310,559,36
"G2100450","1970","Kentucky","21","Casey","045",,,,,,,"Casey","1",,"05",73,127,96,193,625,524,961,122,24,72,86,111,275,278,417,40
"G2100470","1970","Kentucky","21","Christian","047",,,,,,,"Christian","1",,"04",718,3646,2871,2228,2886,2335,3343,489,127,223,416,603,1456,1306,1966,247
"G2100490","1970","Kentucky","21","Clark","049",,,,,,,"Clark","1",,"07",161,202,246,478,1443,1326,1871,360,56,180,181,338,601,792,1073,164
"G2100510","1970","Kentucky","21","Clay","051",,,,,,,"Clay","1",,"08",52,126,112,206,651,591,742,95,19,20,47,73,195,217,301,48
"G2100530","1970","Kentucky","21","Clinton","053",,,,,,,"Clinton","1",,"05",58,67,47,165,368,313,505,106,43,55,66,74,226,231,338,48
"G2100550","1970","Kentucky","21","Crittenden","055",,,,,,,"Crittenden","1",,"03",30,106,91,110,452,347,771,114,14,61,90,59,213,208,424,48
"G2100570","1970","Kentucky","21","Cumberland","057",,,,,"1640",,"Cumberland","1",,"05",0,33,33,138,262,260,563,119,9,47,41,26,205,188,337,44
"G2100590","1970","Kentucky","21","Daviess","059",,,,,"5990",,"Daviess","0",,"02",561,849,817,1410,4645,4137,6072,716,247,672,731,1035,2457,2571,3978,401
"G2100610","1970","Kentucky","21","Edmonson","061",,,,,,,"Edmonson","1",,"03",40,68,76,155,528,371,570,84,0,37,40,102,210,169,248,12
"G2100630","1970","Kentucky","21","Elliott","063",,,,,,,"Elliott","1",,"08",28,53,45,49,195,259,358,59,16,41,31,54,75,94,80,20
"G2100650","1970","Kentucky","21","Estill","065",,,,,"5990",,"Estill","1",,"08",67,66,113,165,672,472,709,93,20,88,83,112,205,236,389,47
"G2100670","1970","Kentucky","21","Fayette","067",,,,,"4280",,"Fayette","0",,"E",1108,1783,2301,4230,11351,8578,12512,1559,767,1694,2542,3833,6498,5312,8474,1096
"G2100690","1970","Kentucky","21","Fleming","069",,,,,,,"Fleming","1",,"06",62,107,77,196,608,553,912,189,19,64,69,134,280,280,471,75
"G2100710","1970","Kentucky","21","Floyd","071",,,,,,,"Floyd","1",,"09",80,204,206,476,1668,1398,2185,174,63,192,225,273,709,599,956,90
